system:index,Ano,Nível 4,area_km2,classe,frequencia,.geo
0_0_236,1985,Afloramento Rochoso,1.808945205017092,29,18,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_237,1985,"Rios, Lagos e Oceano",8.926226196289063E-4,33,18,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_238,1985,Outras Lavouras Temporárias,0.01866321264648437,41,18,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_239,1985,Formação Florestal,0.016868251525878904,3,19,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_240,1985,Formação Savânica,0.2263270801391601,4,19,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_241,1985,Campo Alagado e Área Pantanosa,0.15761322503662084,11,19,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_242,1985,Formação Campestre,0.684013301879884,12,19,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_243,1985,Pastagem,0.06733691009521485,15,19,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_244,1985,Outras Áreas não Vegetadas,0.007956916931152344,25,19,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_245,1985,Afloramento Rochoso,1.3318393845214833,29,19,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_246,1985,Outras Lavouras Temporárias,0.006234706848144532,41,19,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_247,1985,Formação Florestal,0.008887595947265625,3,20,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_248,1985,Formação Savânica,0.206909671875,4,20,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_249,1985,Campo Alagado e Área Pantanosa,0.14871287603759756,11,20,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_250,1985,Formação Campestre,0.43092526696777395,12,20,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_251,1985,Pastagem,0.125752669921875,15,20,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_252,1985,Outras Áreas não Vegetadas,0.0017682034912109375,25,20,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_253,1985,Afloramento Rochoso,0.9070296421508792,29,20,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_254,1985,"Rios, Lagos e Oceano",0.007140978210449219,33,20,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_255,1985,Outras Lavouras Temporárias,0.06056467956542967,41,20,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_256,1985,Formação Florestal,0.010669516479492188,3,21,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_257,1985,Formação Savânica,0.1431998540649414,4,21,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_258,1985,Campo Alagado e Área Pantanosa,0.08931844110107413,11,21,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_259,1985,Formação Campestre,0.22827744732666022,12,21,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_260,1985,Pastagem,0.01064969689941406,15,21,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_261,1985,Outras Áreas não Vegetadas,0.0053053432617187505,25,21,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_262,1985,Afloramento Rochoso,0.794620741882325,29,21,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_263,1985,"Rios, Lagos e Oceano",0.005355732788085938,33,21,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_264,1985,Outras Lavouras Temporárias,0.03556525793457031,41,21,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_265,1985,Formação Florestal,0.010674458679199219,3,22,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_266,1985,Formação Savânica,0.0972360504760742,4,22,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_267,1985,Campo Alagado e Área Pantanosa,0.09818461077880854,11,22,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_268,1985,Formação Campestre,0.11505789282226561,12,22,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_269,1985,Pastagem,0.011569142089843752,15,22,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_270,1985,Outras Áreas não Vegetadas,0.004421968933105469,25,22,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_271,1985,Afloramento Rochoso,0.3861528239746094,29,22,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_272,1985,"Rios, Lagos e Oceano",0.0035704873046875003,33,22,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_273,1985,Outras Lavouras Temporárias,0.008895879516601563,41,22,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_274,1985,Formação Florestal,0.012457883422851562,3,23,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_275,1985,Formação Savânica,0.050388392883300784,4,23,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_276,1985,Campo Alagado e Área Pantanosa,0.06630250671386717,11,23,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_277,1985,Formação Campestre,0.042501100219726556,12,23,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_278,1985,Pastagem,0.007990204162597657,15,23,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_279,1985,Afloramento Rochoso,0.5152229768676757,29,23,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_280,1985,Formação Savânica,0.061885720092773405,4,24,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_281,1985,Campo Alagado e Área Pantanosa,0.15380145880126972,11,24,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_282,1985,Formação Campestre,0.05664871868896482,12,24,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_283,1985,Pastagem,0.003549109497070313,15,24,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_284,1985,Outras Áreas não Vegetadas,8.848321533203125E-4,25,24,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_285,1985,Afloramento Rochoso,0.33738262982177736,29,24,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_286,1985,Formação Florestal,8.870599975585937E-4,3,25,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_287,1985,Formação Savânica,0.03801342877197266,4,25,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_288,1985,Campo Alagado e Área Pantanosa,0.301417705444336,11,25,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_289,1985,Formação Campestre,0.07527439544677735,12,25,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_290,1985,Afloramento Rochoso,0.6250141166992186,29,25,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_291,1985,Formação Florestal,8.868199462890625E-4,3,26,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_292,1985,Formação Savânica,0.024753128784179693,4,26,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_293,1985,Campo Alagado e Área Pantanosa,0.04773165698242187,11,26,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_294,1985,Formação Campestre,0.018604763244628904,12,26,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_295,1985,Pastagem,0.0026578074340820315,15,26,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_296,1985,Afloramento Rochoso,0.15936218481445313,29,26,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_297,1985,Formação Savânica,0.0353616350708008,4,27,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_298,1985,Campo Alagado e Área Pantanosa,0.0017678302001953126,11,27,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_299,1985,Formação Campestre,0.01946571325683594,12,27,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_300,1985,Afloramento Rochoso,0.07091769146728515,29,27,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_301,1985,Formação Savânica,0.020333244934082027,4,28,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_302,1985,Formação Campestre,0.017680967529296876,12,28,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_303,1985,Afloramento Rochoso,0.09135941784667967,29,28,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_304,1985,Formação Savânica,0.020333197265625005,4,29,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_305,1985,Formação Campestre,0.025637342468261718,12,29,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_306,1985,Afloramento Rochoso,0.09400944006347653,29,29,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_307,1985,Formação Savânica,0.00884052587890625,4,30,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_308,1985,Formação Campestre,0.01679689044189453,12,30,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_309,1985,Afloramento Rochoso,0.008875074584960937,29,30,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_310,1985,Formação Savânica,0.00353622216796875,4,31,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_311,1985,Formação Campestre,0.019449077758789058,12,31,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_312,1985,Afloramento Rochoso,8.840505981445312E-4,29,31,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_313,1985,Formação Savânica,8.84057373046875E-4,4,32,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_314,1985,Formação Campestre,0.00884051220703125,12,32,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_315,1985,Formação Savânica,0.002652167236328125,4,33,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_316,1985,Formação Campestre,0.008840505432128906,12,33,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_317,1985,Outras Lavouras Temporárias,8.840537109375E-4,41,33,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_318,1985,Formação Savânica,8.8405615234375E-4,4,34,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_319,1985,Formação Campestre,0.005304279602050781,12,34,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_320,1985,Formação Savânica,8.84054931640625E-4,4,35,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_321,1985,Formação Campestre,0.0017681104736328125,12,35,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_322,1985,Formação Campestre,0.0026521666259765623,12,36,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_323,1985,Formação Campestre,0.001768113525390625,12,37,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_324,1985,Formação Campestre,0.00618839306640625,12,38,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_325,1985,Outras Lavouras Temporárias,0.017681102905273437,41,38,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1_0,1985,Outras Áreas não Vegetadas,0.08029844769287109,0,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1_1,1985,Formação Florestal,166.2505830601193,3,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1_2,1985,Floresta Alagável,3.7358784680175763,6,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1_3,1985,Campo Alagado e Área Pantanosa,4.561546536193844,11,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1_4,1985,Formação Campestre,0.49264005236816377,12,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1_5,1985,Pastagem,1006.5456009273329,15,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1_6,1985,Área Urbanizada,1.8071010636596707,24,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1_7,1985,Outras Áreas não Vegetadas,2.9998238228149408,25,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1_8,1985,Afloramento Rochoso,0.06146522906494142,29,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1_9,1985,"Rios, Lagos e Oceano",0.2623630053100586,33,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1_10,1985,Outras Áreas não Vegetadas,8.926763916015625E-4,0,2,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1_11,1985,Formação Florestal,37.063556517395,3,2,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1_12,1985,Floresta Alagável,1.2441659154052722,6,2,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1_13,1985,Campo Alagado e Área Pantanosa,0.26598024230957057,11,2,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1_14,1985,Formação Campestre,0.051760086059570304,12,2,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1_15,1985,Pastagem,578.0228468484603,15,2,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1_16,1985,Área Urbanizada,0.5961358256835925,24,2,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1_17,1985,Outras Áreas não Vegetadas,1.3561158707275394,25,2,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1_18,1985,Afloramento Rochoso,0.06857334185791013,29,2,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1_19,1985,"Rios, Lagos e Oceano",0.12941166583251953,33,2,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1_20,1985,Formação Florestal,8.77987871661377,3,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1_21,1985,Floresta Alagável,0.4649532882080081,6,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1_22,1985,Campo Alagado e Área Pantanosa,0.18832708990478514,11,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1_23,1985,Formação Campestre,0.01427858758544922,12,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1_24,1985,Pastagem,234.12885823474448,15,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1_25,1985,Área Urbanizada,0.17580381494140626,24,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1_26,1985,Outras Áreas não Vegetadas,0.4407450247192383,25,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1_27,1985,Afloramento Rochoso,0.036517680480957035,29,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1_28,1985,"Rios, Lagos e Oceano",0.036593656677246095,33,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1_29,1985,Formação Florestal,2.1406400422363294,3,4,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1_30,1985,Floresta Alagável,0.18380201446533187,6,4,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1_31,1985,Campo Alagado e Área Pantanosa,0.09282478137207034,11,4,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1_32,1985,Formação Campestre,0.006247826843261719,12,4,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1_33,1985,Pastagem,80.99730456018057,15,4,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1_34,1985,Área Urbanizada,0.06782441064453129,24,4,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1_35,1985,Outras Áreas não Vegetadas,0.12041244433593751,25,4,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1_36,1985,Afloramento Rochoso,0.06682454962158203,29,4,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1_37,1985,"Rios, Lagos e Oceano",0.02320609460449219,33,4,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1_38,1985,Formação Florestal,0.719795012512207,3,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1_39,1985,Formação Savânica,8.90490234375E-4,4,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1_40,1985,Floresta Alagável,0.052653257568359375,6,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1_41,1985,Campo Alagado e Área Pantanosa,0.09014186181640628,11,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1_42,1985,Pastagem,27.435160104309197,15,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1_43,1985,Área Urbanizada,0.03212775396728516,24,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1_44,1985,Outras Áreas não Vegetadas,0.03835013757324219,25,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1_45,1985,Afloramento Rochoso,0.03385269860839844,29,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1_46,1985,"Rios, Lagos e Oceano",0.006249306396484376,33,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1_47,1985,Formação Florestal,0.3058118153076172,3,6,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1_48,1985,Formação Savânica,8.904906005859375E-4,4,6,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1_49,1985,Floresta Alagável,0.016957428894042968,6,6,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1_50,1985,Campo Alagado e Área Pantanosa,0.03748733673095704,11,6,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1_51,1985,Formação Campestre,8.924601440429687E-4,12,6,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1_52,1985,Pastagem,8.842735329223645,15,6,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1_53,1985,Outras Áreas não Vegetadas,0.026746576721191406,25,6,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1_54,1985,Afloramento Rochoso,0.04542835266113283,29,6,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1_55,1985,Formação Florestal,0.13545320153808593,3,7,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1_56,1985,Formação Savânica,0.0017809793701171876,4,7,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1_57,1985,Floresta Alagável,0.006247014526367187,6,7,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1_58,1985,Campo Alagado e Área Pantanosa,0.008926115600585939,11,7,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1_59,1985,Formação Campestre,8.905263671875E-4,12,7,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1_60,1985,Pastagem,3.1533008806152285,15,7,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1_61,1985,Outras Áreas não Vegetadas,0.012480812622070313,25,7,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1_62,1985,Afloramento Rochoso,0.04186656103515625,29,7,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1_63,1985,Formação Florestal,0.08642184088134765,3,8,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1_64,1985,Formação Savânica,0.0053429392089843755,4,8,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1_65,1985,Campo Alagado e Área Pantanosa,0.008925791381835938,11,8,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1_66,1985,Formação Campestre,0.0026751420288085937,12,8,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1_67,1985,Pastagem,1.1209446914062493,15,8,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1_68,1985,Outras Áreas não Vegetadas,0.005346808227539063,25,8,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1_69,1985,Afloramento Rochoso,0.019598379699707028,29,8,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1_70,1985,Formação Florestal,0.06768868829345703,3,9,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1_71,1985,Formação Savânica,0.0017809801025390625,4,9,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1_72,1985,Campo Alagado e Área Pantanosa,0.002677903991699219,11,9,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1_73,1985,Formação Campestre,0.002677381408691406,12,9,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1_74,1985,Pastagem,0.6336034711303713,15,9,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1_75,1985,Outras Áreas não Vegetadas,0.0017810079345703124,25,9,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1_76,1985,Afloramento Rochoso,0.023168405151367186,29,9,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1_77,1985,Formação Florestal,0.03740546966552735,3,10,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1_78,1985,Floresta Alagável,0.0017815439453125,6,10,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1_79,1985,Campo Alagado e Área Pantanosa,0.005355954589843751,11,10,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1_80,1985,Pastagem,0.3666959053955077,15,10,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1_81,1985,Outras Áreas não Vegetadas,0.004453017028808594,25,10,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1_82,1985,Afloramento Rochoso,0.011578108520507812,29,10,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1_83,1985,Formação Florestal,0.03563064288330078,3,11,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1_84,1985,Formação Campestre,0.002671587829589844,12,11,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1_85,1985,Pastagem,0.16227697076416012,15,11,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1_86,1985,Outras Áreas não Vegetadas,0.002671513916015625,25,11,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1_87,1985,Afloramento Rochoso,0.006238804443359374,29,11,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1_88,1985,Formação Florestal,0.03741615911865235,3,12,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1_89,1985,Floresta Alagável,8.907716064453125E-4,6,12,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1_90,1985,Pastagem,0.09981114758300784,15,12,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1_91,1985,Outras Áreas não Vegetadas,0.004452524780273437,25,12,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1_92,1985,Afloramento Rochoso,0.016035350341796876,29,12,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1_93,1985,Formação Florestal,0.03295713201904297,3,13,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1_94,1985,Pastagem,0.03918207263183593,15,13,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1_95,1985,Outras Áreas não Vegetadas,0.0026715142822265627,25,13,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1_96,1985,Afloramento Rochoso,0.015139444091796874,29,13,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1_97,1985,Formação Florestal,0.02583758221435547,3,14,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1_98,1985,Floresta Alagável,0.0017815432739257814,6,14,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1_99,1985,Pastagem,0.044525345947265614,15,14,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1_100,1985,Outras Áreas não Vegetadas,8.905048828125E-4,25,14,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1_101,1985,Afloramento Rochoso,0.006234750854492187,29,14,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1_102,1985,Formação Florestal,0.05878599053955077,3,15,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1_103,1985,Floresta Alagável,0.0026723145141601566,6,15,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1_104,1985,Pastagem,0.07213662530517578,15,15,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1_105,1985,Afloramento Rochoso,0.003564174560546875,29,15,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1_106,1985,Formação Florestal,0.0480981884765625,3,16,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1_107,1985,Pastagem,0.1122204586791992,15,16,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1_108,1985,Afloramento Rochoso,0.013360162475585939,29,16,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1_109,1985,Formação Florestal,0.039194764831542966,3,17,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1_110,1985,Pastagem,0.0748156766967773,15,17,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1_111,1985,Afloramento Rochoso,0.014250941772460937,29,17,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1_112,1985,Formação Florestal,0.018705421447753907,3,18,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1_113,1985,Pastagem,0.03472967919921875,15,18,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1_114,1985,Afloramento Rochoso,0.01513894470214844,29,18,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1_115,1985,Formação Florestal,0.027608453674316406,3,19,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1_116,1985,Pastagem,0.005343005737304687,15,19,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1_117,1985,Afloramento Rochoso,0.021374745727539064,29,19,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1_118,1985,Formação Florestal,0.014251400146484378,3,20,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1_119,1985,Formação Campestre,8.90525634765625E-4,12,20,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1_120,1985,Afloramento Rochoso,0.006236750854492188,29,20,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1_121,1985,Formação Florestal,0.012467302429199217,3,21,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1_122,1985,Formação Campestre,8.913404541015625E-4,12,21,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1_123,1985,Pastagem,8.905205688476563E-4,15,21,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1_124,1985,Afloramento Rochoso,0.009795803833007813,29,21,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1_125,1985,Formação Florestal,0.028497937377929685,3,22,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1_126,1985,Formação Campestre,0.006235314819335937,12,22,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1_127,1985,Pastagem,8.905238037109375E-4,15,22,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1_128,1985,Afloramento Rochoso,0.03562109002685546,29,22,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1_129,1985,Formação Florestal,0.018712841857910157,3,23,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1_130,1985,Afloramento Rochoso,0.03473681652832031,29,23,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1_131,1985,Formação Florestal,0.019595461059570312,3,24,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1_132,1985,Formação Campestre,0.0035621440429687502,12,24,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1_133,1985,Pastagem,0.0035621259765625,15,24,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1_134,1985,Afloramento Rochoso,0.031181890808105468,29,24,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1_135,1985,Formação Florestal,0.026719636108398438,3,25,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1_136,1985,Formação Campestre,0.0035621684570312498,12,25,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1_137,1985,Pastagem,8.905311279296875E-4,15,25,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1_138,1985,Afloramento Rochoso,0.06412759106445313,29,25,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1_139,1985,Formação Florestal,0.019605272888183593,3,26,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1_140,1985,Pastagem,8.905245361328125E-4,15,26,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1_141,1985,Afloramento Rochoso,0.03562164031982421,29,26,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1_142,1985,Formação Florestal,0.024942835449218756,3,27,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1_143,1985,Formação Campestre,0.006233679443359375,12,27,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1_144,1985,Afloramento Rochoso,0.04364821008300781,29,27,"{""type"":""MultiPoint"",""coordinates"":[]}"
